parameter_id,parameter_index,paramater_value
512,56,0000000000000000
512,57,0000000000000000
512,58,0000000000000000
512,59,0000000000000000
512,60,0000000000000000
512,61,0000000000000000
512,62,0000000000000000
512,63,0000000000000000
512,64,0000000000000000
512,65,0000000000000000
512,66,0000000000000000
512,67,0000000000000000
512,68,0000000000000000
512,69,0000000000000000
512,70,0B000000015F0000
512,71,0C00000001600000
512,72,0000000000000000
512,73,0000000000000000
512,74,03000000110A0000
512,75,0100000001640000
512,76,0200000001650000
512,77,0000000000000000
512,78,0000000000000000
512,79,030000004A000000
512,80,030000004A010000
512,81,030000004A020000
512,82,0000000000000000
512,83,0000000000000000
512,84,01000000110F0000
512,85,0100100E200E0000
512,86,240000001A0E0000
512,87,1D0000001D0E0000
512,88,130E00001F0E0000
512,89,3000100E01FF0000
512,90,3000100E1D0E0000
512,91,3000100E46000000
512,92,0F000000110E0000
512,93,120E010031810000
512,94,1400020027008B0F
512,95,14000200160D8B0F
512,96,3D00000046000000
512,97,0000000000000000
512,98,0000000000000000
512,99,0000000000000000
512,100,0000000000000000
512,101,0000000000000000
512,102,0000000000000000
512,103,0000000000000000
512,104,0000000000000000
512,105,0000000000000000
512,106,0000000000000000
512,107,0000000000000000
512,108,0000000000000000
512,109,0000000000000000
512,110,0000000000000000
512,111,0000000000000000
512,112,0000000000000000
512,113,0000000000000000
512,114,0000000000000000
512,115,0000000000000000
512,116,0000000000000000
512,117,0000000000000000
512,118,0000000000000000
512,119,0000000000000000
512,120,0000000000000000
512,121,0000000000000000
512,122,0000000000000000
512,123,0000000000000000
512,124,0000000000000000
512,125,0000000000000000
512,126,0000000000000000
512,127,0000000000000000
512,128,0000000000000000
512,129,0000000000000000
512,130,0000000000000000
512,131,0000000000000000
512,132,0000000000000000
512,133,0000000000000000
512,134,0000000000000000
512,135,0000000000000000
512,136,0000000000000000
512,137,0000000000000000
512,138,0000000000000000
512,139,0000000000000000
512,140,0000000000000000
512,141,0000000000000000
512,142,0000000000000000
512,143,0000000000000000
512,144,0000000000000000
512,145,0000000000000000
512,146,0000000000000000
512,147,0000000000000000
512,148,0000000000000000
512,149,0000000000000000
512,150,0000000000000000
512,151,0000000000000000
512,152,0000000000000000
512,153,0000000000000000
512,154,0000000000000000
512,155,0000000000000000
512,156,0000000000000000
512,157,0000000000000000
512,158,0000000000000000
512,159,0000000000000000
512,160,0000000000000000
512,161,0000000000000000
512,162,0000000000000000
512,163,0000000000000000
512,164,0000000000000000
512,165,0000000000000000
512,166,0000000000000000
512,167,0000000000000000
512,168,0000000000000000
512,169,0000000000000000
512,170,0000000000000000
512,171,0000000000000000
512,172,0000000000000000
512,173,0000000000000000
512,174,0000000000000000
512,175,0000000000000000
512,176,0000000000000000
512,177,0000000000000000
512,178,0000000000000000
512,179,0000000000000000
512,180,0000000000000000
512,181,0000000000000000
512,182,0000000000000000
512,183,0000000000000000
512,184,0000000000000000
512,185,0000000000000000
512,186,0000000000000000
512,187,0000000000000000
512,188,0000000000000000
512,189,0000000000000000
512,190,0000000000000000
512,191,0000000000000000
512,192,0000000000000000
512,193,0000000000000000
512,194,0000000000000000
512,195,0000000000000000
512,196,0000000000000000
512,197,0000000000000000
512,198,0000000000000000
512,199,0000000000000000
512,200,0000000000000000
512,201,0000000000000000
512,202,0000000000000000
512,203,0000000000000000
512,204,0000000000000000
512,205,0000000000000000
512,206,0000000000000000
512,207,0000000000000000
512,208,0000000000000000
512,209,0000000000000000
512,210,0000000000000000
512,211,0000000000000000
512,212,0000000000000000
512,213,0000000000000000
512,214,0000000000000000
512,215,0000000000000000
512,216,0000000000000000
512,217,0000000000000000
512,218,0000000000000000
512,219,0000000000000000
512,220,0000000000000000
512,221,0000000000000000
512,222,0000000000000000
512,223,0000000000000000
512,224,0000000000000000
512,225,0000000000000000
512,226,0000000000000000
512,227,0000000000000000
512,228,0000000000000000
512,229,0000000000000000
512,230,0000000000000000
512,231,0000000000000000
512,232,0000000000000000
512,233,0000000000000000
512,234,0000000000000000
512,235,0000000000000000
512,236,0000000000000000
512,237,0000000000000000
512,238,0000000000000000
512,239,0000000000000000
512,240,0000000000000000
512,241,0000000000000000
512,242,0000000000000000
512,243,0000000000000000
512,244,0000000000000000
512,245,0000000000000000
512,246,0000000000000000
512,247,0000000000000000
512,248,0000000000000000
512,249,0000000000000000
769,0,13A9
769,1,5014
770,0,0000
770,1,0000
770,2,0000
770,3,0000
770,4,0000
770,5,0000
770,6,0000
770,7,0000
771,0,14
771,1,14
771,2,14
771,3,28
771,4,00
771,5,00
772,0,2EB0
773,0,2EB0
1024,1,2A
1024,2,07
1024,3,00
1024,4,10
1024,6,00
1024,7,CF
1024,8,00
1024,9,0C
1024,10,40
1024,11,00
1024,12,00
1024,13,00
1024,14,00
1024,15,00
1024,16,00
1024,17,00
1024,18,00
1024,19,13
1024,20,10
1024,21,00
1024,22,00
1024,23,64
1024,24,00
1024,25,01
1024,26,FF
1024,27,00
1024,28,FF
1024,29,0A
1024,30,12
1024,31,00
1024,32,05
1024,33,0A
1024,34,08
1024,35,01
1024,36,00
1024,37,3C
1024,38,0E
1024,39,00
1024,40,00
1024,41,05
1024,42,03
1024,43,04
1024,44,0A
1024,45,20
1024,46,00
1024,47,01
1024,48,00
1024,49,00
1024,50,00
1024,51,00
1024,52,00
1024,53,00
1024,54,02
1024,55,34
1024,56,04
1024,57,00
1024,58,00
1024,59,00
1024,60,00
1024,61,00
1024,62,00
1024,63,00
1025,0,07
1026,0,00
1027,0,0000003C
1028,0,0000003C
1029,0,FF
1030,0,00
1031,0,000000B4
1032,0,04
1033,0,0000012C
1034,0,04
1035,0,0086
1036,0,00
1037,0,00000000
1280,0,05
1283,0,00000000
2048,0,00
2049,0,00
2311,0,5014
2312,0,0011
2313,0,0000
2319,0,3137322E31372E392E32333000
2320,0,3230372E37312E3230392E32343800
2321,0,00
2318,0,2A323238393900
2322,0,00015180
